"Step","laced-sweep-11 - Average Weighted Test Accuracy","laced-sweep-11 - Average Weighted Test Accuracy__MIN","laced-sweep-11 - Average Weighted Test Accuracy__MAX","magic-sweep-10 - Average Weighted Test Accuracy","magic-sweep-10 - Average Weighted Test Accuracy__MIN","magic-sweep-10 - Average Weighted Test Accuracy__MAX","wandering-sweep-9 - Average Weighted Test Accuracy","wandering-sweep-9 - Average Weighted Test Accuracy__MIN","wandering-sweep-9 - Average Weighted Test Accuracy__MAX","glowing-sweep-8 - Average Weighted Test Accuracy","glowing-sweep-8 - Average Weighted Test Accuracy__MIN","glowing-sweep-8 - Average Weighted Test Accuracy__MAX","lucky-sweep-7 - Average Weighted Test Accuracy","lucky-sweep-7 - Average Weighted Test Accuracy__MIN","lucky-sweep-7 - Average Weighted Test Accuracy__MAX","swept-sweep-6 - Average Weighted Test Accuracy","swept-sweep-6 - Average Weighted Test Accuracy__MIN","swept-sweep-6 - Average Weighted Test Accuracy__MAX","proud-sweep-5 - Average Weighted Test Accuracy","proud-sweep-5 - Average Weighted Test Accuracy__MIN","proud-sweep-5 - Average Weighted Test Accuracy__MAX","whole-sweep-4 - Average Weighted Test Accuracy","whole-sweep-4 - Average Weighted Test Accuracy__MIN","whole-sweep-4 - Average Weighted Test Accuracy__MAX","zany-sweep-3 - Average Weighted Test Accuracy","zany-sweep-3 - Average Weighted Test Accuracy__MIN","zany-sweep-3 - Average Weighted Test Accuracy__MAX","northern-sweep-2 - Average Weighted Test Accuracy","northern-sweep-2 - Average Weighted Test Accuracy__MIN","northern-sweep-2 - Average Weighted Test Accuracy__MAX","dry-sweep-1 - Average Weighted Test Accuracy","dry-sweep-1 - Average Weighted Test Accuracy__MIN","dry-sweep-1 - Average Weighted Test Accuracy__MAX"
"202","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.763","0.763","0.763","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7625","0.7625","0.7625"
"203","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7625","0.7625","0.7625"
"204","0.7665","0.7665","0.7665","0.763","0.763","0.763","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7625","0.7625","0.7625"
"205","0.7663333333333333","0.7663333333333333","0.7663333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.763","0.763","0.763","0.763","0.763","0.763","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7625","0.7625","0.7625"
"206","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.763","0.763","0.763","0.763","0.763","0.763","0.766","0.766","0.766","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625"
"207","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7615","0.7615","0.7615","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7635","0.7635","0.7635","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7655","0.7655","0.7655","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"208","0.7665","0.7665","0.7665","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7635","0.7635","0.7635","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7655","0.7655","0.7655","0.7625","0.7625","0.7625"
"209","0.7665","0.7665","0.7665","0.763","0.763","0.763","0.7615","0.7615","0.7615","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.763","0.763","0.763","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7635","0.7635","0.7635","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7655","0.7655","0.7655","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"210","0.7665","0.7665","0.7665","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7658333333333334","0.7658333333333334","0.7658333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7655","0.7655","0.7655","0.7625","0.7625","0.7625"
"211","0.7665","0.7665","0.7665","0.763","0.763","0.763","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.763","0.763","0.763","0.7655","0.7655","0.7655","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"212","0.7663333333333333","0.7663333333333333","0.7663333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.763","0.763","0.763","0.7655","0.7655","0.7655","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"213","0.7665","0.7665","0.7665","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.763","0.763","0.763","0.763","0.763","0.763","0.7655","0.7655","0.7655","0.7635","0.7635","0.7635","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"214","0.767","0.767","0.767","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.763","0.763","0.763","0.763","0.763","0.763","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"215","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.763","0.763","0.763","0.763","0.763","0.763","0.7655","0.7655","0.7655","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"216","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.763","0.763","0.763","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7656666666666667","0.7656666666666667","0.7656666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"217","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.762","0.762","0.762","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7655","0.7655","0.7655","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"218","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"219","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.763","0.763","0.763","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7625","0.7625","0.7625"
"220","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7635","0.7635","0.7635","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"221","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.762","0.762","0.762","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7635","0.7635","0.7635","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"222","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.763","0.763","0.763","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"223","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.763","0.763","0.763","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"224","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.764","0.764","0.764","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"225","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.763","0.763","0.763","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"226","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.763","0.763","0.763","0.762","0.762","0.762","0.763","0.763","0.763","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7655","0.7655","0.7655","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7655","0.7655","0.7655","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"227","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.763","0.763","0.763","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7655","0.7655","0.7655","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7655","0.7655","0.7655","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"228","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.763","0.763","0.763","0.762","0.762","0.762","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7655","0.7655","0.7655","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"229","0.7665","0.7665","0.7665","0.763","0.763","0.763","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"230","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7618333333333334","0.7618333333333334","0.7618333333333334","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7635","0.7635","0.7635","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"231","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.763","0.763","0.763","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7625","0.7625","0.7625","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"232","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.763","0.763","0.763","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7628333333333334","0.7628333333333334","0.7628333333333334"
"233","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7655","0.7655","0.7655","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667"
"234","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7655","0.7655","0.7655","0.763","0.763","0.763","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"235","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.763","0.763","0.763","0.7615","0.7615","0.7615","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"236","0.767","0.767","0.767","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7615","0.7615","0.7615","0.763","0.763","0.763","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625"
"237","0.767","0.767","0.767","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7615","0.7615","0.7615","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.765","0.765","0.765","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"238","0.767","0.767","0.767","0.763","0.763","0.763","0.7615","0.7615","0.7615","0.763","0.763","0.763","0.7635","0.7635","0.7635","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7635","0.7635","0.7635","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7625","0.7625","0.7625"
"239","0.767","0.767","0.767","0.763","0.763","0.763","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7635","0.7635","0.7635","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7623333333333333","0.7623333333333333","0.7623333333333333"
"240","0.767","0.767","0.767","0.763","0.763","0.763","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.765","0.765","0.765","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"241","0.767","0.767","0.767","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7615","0.7615","0.7615","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7635","0.7635","0.7635","0.765","0.765","0.765","0.7635","0.7635","0.7635","0.765","0.765","0.765","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"242","0.767","0.767","0.767","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7615","0.7615","0.7615","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7635","0.7635","0.7635","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.765","0.765","0.765","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"243","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.763","0.763","0.763","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"244","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7635","0.7635","0.7635","0.765","0.765","0.765","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"245","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7638333333333334","0.7638333333333334","0.7638333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7626666666666667","0.7626666666666667","0.7626666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.762","0.762","0.762"
"246","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7655","0.7655","0.7655","0.764","0.764","0.764","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"247","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7635","0.7635","0.7635","0.7613333333333333","0.7613333333333333","0.7613333333333333","0.7631666666666667","0.7631666666666667","0.7631666666666667","0.7635","0.7635","0.7635","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"248","0.7668333333333334","0.7668333333333334","0.7668333333333334","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.763","0.763","0.763","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7651666666666667","0.7651666666666667","0.7651666666666667","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.765","0.765","0.765","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.762","0.762","0.762"
"249","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7635","0.7635","0.7635","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.762","0.762","0.762"
"250","0.7666666666666667","0.7666666666666667","0.7666666666666667","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7615","0.7615","0.7615","0.7628333333333334","0.7628333333333334","0.7628333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.765","0.765","0.765","0.7635","0.7635","0.7635","0.765","0.765","0.765","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7621666666666667","0.7621666666666667","0.7621666666666667"
"251","0.767","0.767","0.767","0.7633333333333333","0.7633333333333333","0.7633333333333333","0.7616666666666667","0.7616666666666667","0.7616666666666667","0.763","0.763","0.763","0.7635","0.7635","0.7635","0.7648333333333334","0.7648333333333334","0.7648333333333334","0.7636666666666667","0.7636666666666667","0.7636666666666667","0.765","0.765","0.765","0.763","0.763","0.763","0.7653333333333333","0.7653333333333333","0.7653333333333333","0.7623333333333333","0.7623333333333333","0.7623333333333333"
